vaalipiiri,id,sukunimi,etunimi,nimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,valittu,sitoutumaton,kotikunta,ehdokasnumero,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Vaalilupaus 1,Vaalilupaus 2,Vaalilupaus 3,Äidinkieli,Kotisivun osoite:,Facebook-profiilin osoite:,Twitter-profiilin osoite:,Lapsia,Perheeseeni kuuluu:,Vapaa-ajalla sydäntäni lähinnä on,Työnantaja,Ammattiasema,Ammatti,Koulutus,Kielitaito,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,133|Ruoan verotusta on varaa kiristää.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,147|Kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,149|Geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,"151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.",152|Peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
07 Pirkanmaan vaalipiiri,4290,Tomminen,Antti,Tomminen Antti,Vihreä liitto,33,M,0,0,0,Nokia,173,"Nuorten syrjäytyminen on vakava ongelma, johon pitää puuttua. Suomen ei ole varaa säästää koulutuksesta.    Lähiruuan tuottamista ja ostamista pitää helpottaa. Nykymallilla tuottajille jää minimaalinen korvaus heidän tekemästään työstä, lapset syövät kouluissa ja päiväkodeissa prosessoitua ja pakastettua ruokaa. Kaupoista ei enää saa hyvää, tuoretta ja lähellä tuotettua ruokaa.    Kalapolitiikassa haluan pitää huolta riittävistä ala- ja ylämitoista, varmistaa että nykyistä useampi kala pääsee lisääntymään voimaloista huolimatta ja nostaa kannat takaisin hyvälle ja kestävälle tasolle.",Yksikin nuori yksin on liikaa.    Nuoret ansaitsevat kunnollisen koulutuksen ja riittävät tukipalvelut. Tuen pitää jatkua aikuisikään asti.,"Lupaan vaikuttaa lähiruuan esteisiin, jotta saisimme jatkossa enemmän eettisesti lähellä tuotettua ruokaa kouluihin ja päiväkoteihin.",Jokaisen merkittävän voimalan viereen täytyy saada kalatie ja pienet voimalat pitää purkaa. Kaloille ala- ja ylämitta sekä kutupaikat.,suomi ,http://www.anttitomminen.com,https://www.facebook.com/pages/Antti-Tomminen/246764105452697,https://twitter.com/AnttiTomminen,kyllä ,Vaimo ja 8v poika. Viisi kania ja vaihtuvat hoitokoirat ystäviltä.,ruoka ja juoma,julkinen ,korkeakoulututkintoa vaativa tehtävä ,Sähköalan opettaja,korkeakoulututkinto ,suomi |englanti ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,10 000-20 000 euroa ,21-50% ,puolueen tuki ,30 000-50 000 euroa ,ei sijoituksia ,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
03 Varsinais-Suomen vaalipiiri,5060,Tonta,Toivo,Tonta Toivo,Piraattipuolue,27,M,0,0,0,Turku,11,"Elvyyttävää talouspolitiikkaa, suorempaa demokratiaa, tasa-arvoa ja yhteiskunnan rakenteiden muuttamista vastaamaan nykyaikaista elämää.",Elvyyttävä talouspolitiikka: Tulen aktiivisesti ajamaan perustuloa sekä hyvinvointipalvelujen kehittämistä eduskuntapaikaltani.,Suorempi demokratia: Ajan Piraattipuolueen esittämää palautevirta-järjestelmää poliittisten puolueiden käyttöön.,Tasa-arvo: Tulevalla eduskuntakaudella translakiuudistus sekä sateenkaariperheiden oikeuksien parantaminen.,suomi ,,https://www.facebook.com/toivotonta,,,,,,opiskelija ,opiskelija,ylioppilas ,suomi |ruotsi |englanti |joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa ,0 %,ei ulkopuolista vaalirahoitusta,alle 20 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,ohita kysymys,ohita kysymys,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,Tyhjä,Ei,Ei,Ei,Kyllä,Kyllä
07 Pirkanmaan vaalipiiri,5518,Torkkola,Sinikka,Torkkola Sinikka,Vasemmistoliitto,54,F,0,0,0,,154,"Lisätä julkisia investointeja ja parantaa työllisyyttä. Edistää lakeja, jotka parantavat työntekijöiden, erityisesti pätkä- ja silpputyöntekijöiden asemaa.     Uudistaa terveydenhuoltoa niin, että kaikilla kansalaiset saavat oikeaa hoitoa oikeaan aikaan. Parantaa potilaiden oikeuksia päivittämällä potilasoikeuslakia.     Muuttaa vanhuspalvelulakia niin, että siinä määrätään oikeudesta arvokkaaseen vanhuuteen.     Huolehtia siitä, että ympäristövaikutukset otetaan aina huomioon päätöksenteossa.    Varmistaa, ettei Suomi liity sotilasliiton jäseneksi vaan edistää rauhaa.","Teen töitä, että julkisilla investoinneilla vähennetään työttömyyttä ja lisätään verotuloja sekä parannetaan julkisia palvleuja",Pidän säännöllisesti ja aktiivisesti yhteyttä kansalaisiin monin tavoin ja kierrän tapaamassa kansalaisia ympäri Pirkanmaata.,"Teen kansanedustajan työstä avointa kertomalla päätöksistä ja niiden taustoista verkkopäiväkirjoissa, mediassa ja kansalaistapaamisissa.",suomi ,http://www.sinikkatorkkola.fi/,https://www.facebook.com/sinikkatorkkola2,https://twitter.com/sinikkatorkkola,ei,Aviomies ja kaksi kissaa,kirjallisuus ja elokuvat ,julkinen ,asiantuntijatehtävä ,Tutkija,,suomi |ruotsi |englanti |saksa ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,21-50% ,yksityiset lahjoitukset ,50 000-70 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Ei
08 Kaakkois-Suomen vaalipiiri,5188,Torniainen,Ari,Torniainen Ari,Suomen Keskusta,59,M,1,1,0,Lappeenranta,16,"Haluan olla tekemässä oikeudenmukaista ja inhimillisempää päätöksentekoa.   Työllisyyden parantamisen edellytysten luominen ja Suomen talouden tervehdyttäminen pitää olla keskeisimmät asiat.  Perusväylänpidon rahoitukseen on saatava selvä tasokorotus, muuten tiestömme rapautuu edelleen.  Opiskelun ja koulutuksen mahdollisuudet on oltava koko Suomessa.  Suomi on saatava kuntoon!",Inhimillistä ja oikeudenmukaista päätöksentekoa. Heikompiosaisten ja pienituloisten aseman parantaminen,Oman vaalipiirin asioiden eteenpäin vieminen ja esille ottaminen.,Liikenneväylien parantaminen.  Lupaan olla tunnollinen ja ahkera sekä näkyä vaalipiirissä myös vaalien välillä.,suomi ,http://www.aritorniainen.fi,http://www.facebook.com/aritorniainen,,kyllä ,Vaimo ja kaksi aikuista poikaa puolisoineen.,liikunta ,julkinen ,joku muu,"Kansanedustaja, rakennusinsinööri",korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto |kansanedustaja ,20 000-50 000 euroa ,21-50% ,yksityiset lahjoitukset ,70 000-100 000 euroa ,ei sijoituksia ,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
04 Satakunnan vaalipiiri,4237,Toroska,Kimmo,Toroska Kimmo,Muutos 2011,52,M,0,0,0,Luvia,9,Suomen ja suomalaisten etua.,"Suomi ja suomalaiset ensin, tukipaketit lopetettava.",Tehdä työtä päästäksemme irti EU:sta ja eurosta,"Pienituloisten verotuksen uudistus, eli verotus vasta määrätyn summan yli menevästä osuudesta, koskee myös työttömiä ja eläkeläisiä.",,http://www.kimmotoroska.com/,https://www.facebook.com/kimmo.toroska,https://twitter.com/KimmoToroska,kyllä ,"Talouteemme kuuluu tällä hetkellä minä, vaimoni ja yksi teinihirmu ;) , muut lapset jo lentäneet omilleen.",metsästys ja kalastus ,yksityinen ,yrittäjä ,Sähköasentaja,ammattitutkinto ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,21-50% ,yksityiset lahjoitukset ,,,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Ei,Kyllä,Kyllä,Kyllä
04 Satakunnan vaalipiiri,4352,Torpo,Risto,Torpo Risto,Suomen Kristillisdemokraatit (KD),71,M,0,0,0,Rauma,48,"- kristilliset arvot yksityisesti, perheissä ja yhteiskunnassa.  - uudistuva energia",#NIMI?,,,suomi ,,,,,- vaimo   - 3 lasta aikuisia  - 3 lastenlasta  -,liikunta ,ei työelämässä,yrittäjä ,"diplomi-insinööri, yrittäjä",korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,alle 1 000 euroa ,0 %,puolueen tuki ,30 000-50 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Ei,Kyllä
01 Helsingin vaalipiiri,4337,Torsti,Pilvi,Torsti Pilvi,Suomen Sosialidemokraattinen Puolue,39,F,0,0,0,Helsinki,151,"Vaaliteemani ovat tulevaisuus, talous, työ, koulutus, demokratia, Helsinki ja rauha, ks www.pilvitorsti.fi tarkemmin. Tavoitteenani on sosiaalisesti, taloudellisesti ja ympäristöllisesti kestävä yhteiskunta. Politiikalla on olennainen rooli siinä, miten siihen pääsemme. Politiikka on kuitenkin yhä vaativampaa. Nopeasti muuttuvassa maailmassa pitää pystyä kauaskantoisiin päätöksiin. Panemme tänään vireille asioita, joiden vaikutukset tuntuvat kymmenen vuoden kuluttua. Teemme päätöksiä, jotka muovaavat tulevaisuutta. Hyvinvointivaltion uudistaminen. Maailmankaupan reilut pelisäännöt. Ilmastonmuutos. Kansainvälisessä kilpailussa menestyvän koulutuksen varmistaminen. Eläkkeet. Kaikki nämä ovat tulevaisuuden kysymyksiä, joista päätetään tänään, tässä ja nyt.","Vaalin avoimuutta ja perustelen ratkaisuni. On tärkeää valita päättäjiä, joiden tapaan toimia ja arvoihin voi luottaa kaikissa tilanteissa.","Pyrin päätöksissä yhdistämään sosiaalisen, taloudellisen ja ekologisen kestävyyden ja oikeudenmukaisuuden. Helppo sanoa, vaativa toteuttaa.","Jatkan vuodesta 2009 toistuneita Politiikan pelastusjuhlia, Pilvi-teltan säännöllisiä tapahtumia ja vastavuoroista verkkotyön kehittämistä.",suomi ,http://pilvitorsti.fi,http://facebook.com/pilvitorsti,http://twitter.com/pilvitorsti,kyllä ,"puoliso, kolme poikaa, nepalilainen kummityttö (asuu tällä hetkellä meillä) ja laajennettuun perheeseen kuuluvat myös kahdet isovanhemmat, omat ja puolison sisarukset perheineen, kummilapset, lasten kummit ja ystävät",liikunta ,julkinen ,johtava asema ,"valtiotieteiden tohtori, valtiosihteeri, kaupunginhallituksen jäsen",korkeakoulututkinto ,suomi |ruotsi |englanti |saksa |joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,20 000-50 000 euroa ,21-50% ,yksityiset lahjoitukset ,70 000-100 000 euroa ,50 000-200 000 euroa ,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,ohita kysymys,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,ohita kysymys,ohita kysymys,2 - jokseenkin samaa mieltä,ohita kysymys,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,Ei,Tyhjä,Ei,Ei,Kyllä,Tyhjä
13 Lapin vaalipiiri,5374,Torvinen,Matti,Torvinen Matti,Perussuomalaiset,58,M,0,0,0,Rovaniemi,46,Lapin elinkeinojen kehittäminen on keskeinen teemani. Elinkeinojen kehittäminen vaatii kunnolliset liikenneyhteydet. Maakunnan elinvoima perustuu vahvaa luonnonvarojen omavaraisuuteen. Muu maa vie suurimman osan Lapin rikkauksista. On löydettävä keinot saada tämä takaisin. Me tarvitsemme metsistä muutakin kuin kantohinnan. Kemijärvelle on luotava edellytykset biossellua valmistavalle tehtaalle.,Sote uudistuksen on palveltava koko maakuntaa. Yhden suuren hallinnon rakentaminen ei ole järkevää. Sote on keskeinen teema vaalikaudella.,Lappin metsät on saatava tuottamaan. Tänne on saatava biosellutehdas. Paras paikka on Kemijärvellä. Teen parhaani tehtaan puolesta.,Lapin tieverkot ovat heikossa kunnossa. Elinkeinojen kehittäminen edellyttää hyvää rauta- ja maantieverkkoa. Tiet ja rautatiet kuntoon.,suomi ,http://www.mattitorvinen.com,https://www.facebook.com/matti.torvinen.54,,kyllä ,Vaimo ja poika sekä tyttö joka asuu jo muualla.,liikunta ,yksityinen ,yrittäjä ,"johtava lakimies, varatuomari",korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,20 000-50 000 euroa ,1-20 % ,yksityiset lahjoitukset ,30 000-50 000 euroa ,10 000-50 000 euroa ,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Kyllä
02 Uudenmaan vaalipiiri,5088,Tossavainen,Reijo,Tossavainen Reijo,Suomen Kommunistinen Puolue,65,M,0,0,0,,16,,,,,,,,,,,,,,"erikoislääkäri, tutkija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Lapin vaalipiiri,4422,Tuisku,Sara,Tuisku Sara,Kansallinen Kokoomus,32,F,0,0,0,Rovaniemi,76,"Työn tekeminen ja tarjoaminen kannattavaksi, koulutus uuteen kukoistukseen, Lapin asiat keskiöön, matkailuun panostettava yhä enemmän, Lapin maakuntakentille suorat lentoyhteydet.",Teen parhaani yrittäjyyden ja työn tarjoamisen kannattavaksi saamisen eteen. Työn tekemisen tulee olla aina kannattavaa.,Teen parhaani jotta suomalainen koulutus on jatkossakin maailman parasta. Koulutuksesta ei saa enää säästää.,"Teen kaikkeni jotta Lapin asiat kuuluvat eduskunnassa. Lappi tarvitsee tiet, kaistat ja lentoyhteydet.",suomi ,http://www.saratuisku.com,http://www.facebook.com/eduskuntavaaliehdokassaratuisku,https://twitter.com/saratuisku,kyllä ,Aviomies ja kaksi lastamme,liikunta ,julkinen ,,luokanopettaja,korkeakoulututkinto ,suomi |ruotsi |englanti |saksa ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,,81-100%,yritysten tuki ,30 000-50 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Kyllä,Kyllä
07 Pirkanmaan vaalipiiri,4797,Tukia,Timo,Tukia Timo,Perussuomalaiset,52,M,0,0,0,Mänttä-Vilppula,133,"Erityisesti lähelläni on yrittäminen, jota lupaan edistää parhaalla mahdollisella tavalla. Kaikista asioista täytyy pystyä puhumaan sellaisella kielellä, jota tavallinen kansa ymmärtää.",Lupaan säilyttää sekä muodostaa mielipiteeni oman näkemyksen mukaisesti,"Lupaan jatkaa helposti lähestyttävänä ihmisenä, jolla on suuri sydän monille asioille.",,suomi ,http://www.perustimo.fi,,,kyllä ,"Puoliso, kaksi lasta ja yksi lapsenlapsi.",musiikki ,,maanviljelijä ,Maatalousyrittäjä,korkeakoulututkinto ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,21-50% ,yksityiset lahjoitukset ,20 000-30 000 euroa ,0-10 000 euroa ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä
04 Satakunnan vaalipiiri,6327,Tukiainen,Tuulikki,Tukiainen Tuulikki,Itsenäisyyspuolue,73,F,0,0,0,,83,,,,,,,,,,,,,,taiteilija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
